AcademicYear,LA,LAEstab,SchoolName,URN
201516,926,9262214,Southery Primary School,120882
201718,926,9262234,St Germans Primary School,120891
201314,926,9262239,Marham Junior School,120895
201112,926,9262248,Queensway Community Junior School,120902
201718,926,9262259,Suffield Park Infant and Nursery School,120908
201718,926,9262265,Woodland View Junior  School,120912
201718,926,9262300,Colman Junior School,120937
200607,926,9262310,Norman First and Nursery School,120947
200607,926,9262315,WELLESLEY FIRST SCHOOL,120952
201718,926,9262318,Lionwood Junior School,144146
200607,926,9262331,Dowson First School,120966
201415,926,9262336,Stradbroke Community Primary School,120967
201718,926,9262361,Kinsale Infant School,120984
201718,926,9262371,Mulbarton Primary School,120990
201718,926,9262382,Sparhawk Infant School and Nursery,120999
201718,926,9262413,Astley Primary School,144565
201718,926,9262416,Chapel Break Infant School,121018
201718,926,9263000,Acle St Edmund  CE VC Primary School,121024
201718,926,9263021,Diss CE VC Junior School,121032
201314,926,9263022,Ditchingham Church of England Primary School,121033
201718,926,9263054,Duchy of Lancaster Methwold Primary School,140712
201718,926,9263059,North Elmham Voluntary Controlled Primary School,121049
201718,926,9263094,Worstead C of E Primary,121066
201415,926,9263099,King George VI School,121068
201314,926,9263116,Wormegay CE VC Primary School,121080
201718,926,9263121,Swanton Morley VC Primary School,121083
201718,926,9263126,Hindringham CE VC Primary School,121086
201415,926,9263130,Swaffham CofE VC Junior School,121089
201718,926,9263133,Harpley CE VC Primary School,121092
201718,926,9263139,Brooke VC CEPrimary,121096
201516,926,9263147,Narborough C of E VC Primary,121104
201718,926,9263307,Brisley CofE VA Primary School,121109
201718,926,9263309,Carleton Rode CE VA Primary School,121110
201718,926,9263369,"All Saints CE VA Primary, Winfarthing",121128
201718,926,9263393,Anthony Curton CoE Primary,141758
201213,926,9263400,St. John's RC VA Infant School,121142
201718,926,9263408,St. Andrew's Lopham CE VA Primary School,121149
201718,926,9264006,Hobart High School,139311
201718,926,9264024,Great Yarmouth Charter Academy,142583
201718,926,9264025,Trafalgar College,142883
201718,926,9264043,Sprowston Community High School,121162
200910,926,9264048,Charles Burrell Humanities School,121166
201718,926,9265200,Hunstanton Primary School,121190
201718,926,9265401,Cromer Academy,137431
201213,926,9265402,Downham Market High School,121210
201516,926,9265404,Marshland High School,121212
201718,926,9266909,King's Lynn Academy,136202
201718,928,9282000,Badby School,141077
201718,928,9282011,Byfield Primary,143468
201718,928,9282016,Millway Primary School,122086
201718,928,9282020,Studfall Junior School,121809
201718,928,9282023,Cosgrove Village Primary School,121811
201718,928,9282037,Warwick Primary School,138887
201718,928,9282038,FARTHINGHOE COMMUNITY PRIMARY,121819
201718,928,9282039,BRIAR HILL PRIMARY SCHOOL,138917
201718,928,9282043,Gretton Primary,138761
201718,928,9282053,Irthlingborough Junior School,141910
201718,928,9282078,Stanwick Primary School,143076
201718,928,9282079,Roade Primary School,121854
201718,928,9282081,Rothwell Victoria Infant Sch,140061
201718,928,9282086,South End Infant School,121861
201718,928,9282093,Olympic Primary School,139551
201718,928,9282126,The Abbey Church of England Academy,140190
201718,928,9282143,Green Oaks Primary Academy,140327
201718,928,9282144,Meadowside Primary School,121901
201718,928,9282151,Castle Academy,140362
201718,928,9282177,Abington Vale Primary School,138952
201718,928,9282178,Danesholme Junior Academy,142062
201718,928,9282210,Duston Eldean Primary School,121945
201617,928,9282213,Bracken Leas,121947
201718,928,9282217,Barton Seagrave County Primary,121951
201718,928,9282218,Hunsbury Park Primary School,121952
201718,928,9282220,NORTHAMPTON SIMON DE SENLIS,141921
201718,928,9282223,Preston Hedges Primary School,139039
201718,928,9282227,Hall Meadow Primary School,144318
201718,928,9282233,Pineham Barns Primary School,144758
201718,928,9283000,TRINITY PRIMARY,121956
201718,928,9283018,CRANFORD C.E. PRIMARY SCHOOL,144841
201718,928,9283019,CROUGHTON ALL SAINTS PRIMARY,121967
201718,928,9283026,East Haddon CE Primary,121969
201718,928,9283046,Naseby C of E Primary School,140736
201718,823,8234043,Fulbrook Middle School,137904
201718,823,8234073,Gilbert Inglefield Academy,138003
201718,823,8234079,Samuel Whitbread Academy,137948
201718,823,8234092,Potton Middle School,109676
201718,823,8235204,Moggerhanger Lower School,109473
201112,823,8237010,Hillcrest School,109740
201718,825,8251000,Henry Allen Nursery School,110195
201718,825,8251105,Kite Ridge School,138102
201718,825,8252002,Buckingham Park C of E,137570
201718,825,8252009,THE DOWNLEY SCHOOL,131908
201718,825,8252015,Lace Hill Academy,140207
201718,825,8252016,Chalfont St Giles Infant School & Nursery,110214
201718,825,8252022,Dagnall Church of England School,142323
201718,825,8252030,Drayton Parslow Village School,110222
201718,825,8252031,Dropmore Infant School,110223
201718,825,8252038,Roundwood Primary School,110228
201718,825,8252142,Farnham Common Junior School,110265
201718,825,8252167,Grendon Underwood Comb. School,110278
201718,825,8252182,Chalfont St. Giles Junior Sch.,110287
201718,825,8252199,Juniper Hill School,110299
201718,825,8252204,Prestwood Junior School,110304
201718,825,8252213,Elmtree School,110309
201718,825,8253034,CHESHAM BOIS CE SCHOOL,145033
201718,825,8253044,Marlow C of E Infant School,110433
201718,825,8253329,Cadmore End CE Combined School,110460
201718,825,8253333,HAZLEMERE C.E. COMBINED SCHOOL,110462
201718,825,8253340,Speen CE School,110468
201718,825,8253361,St Peter's Catholic Primary School,110473
201718,825,8254004,THE BUCKINGHAM SCHOOL,110484
201718,825,8254051,BURNHAM GRAMMAR SCHOOL,137564
201718,825,8254082,THE BEACONSFIELD SCHOOL,139367
201516,825,8257000,Maplewood School,131915
201415,825,8257001,Penn School,133586
201718,825,8257016,Stocklake Park School,110581
201718,826,8262002,PORTFIELDS PRIMARY SCHOOL,131718
201718,826,8262007,Long Meadow School,132787
201718,826,8262008,Monkston Primary School,144137
201718,826,8262076,New Bradwell School,144424
200809,826,8262149,RICKLEY JUNIOR SCHOOL,110267
201718,826,8262272,Greenleys First School,110345
201718,826,8262299,SOUTHWOOD  SCHOOL,110363
201718,826,8262303,Great Linford Primary School,110366
201718,826,8262332,Loughton School,139861
201718,826,8263066,St Andrew's CE Infant,110443
201718,826,8263369,ST THOMAS AQUINAS R C PRIMARY SCHOOL,110476
201718,826,8264002,Sir Herbert Leon Academy,138439
201718,826,8265207,TWO MILE ASH SCHOOL,137061
201718,826,8265208,Rickley Park Primary School,138933
201718,830,8301012,NEW MILLS NURSERY SCHOOL,112477
201617,830,8302009,Somercotes Infant School,112499
201718,830,8302020,St Josephs Catholic Voluntary Academy,142827
201718,830,8302051,Wigley Primary School,112514
201718,830,8302072,BUXWORTH PRIMARY SCHOOL,112526
201718,830,8302076,HOLMGATE PRIMARY SCHOOL,112530
201718,830,8302082,Crich Junior School,112534
201718,830,8302085,Doveridge Primary School,112537
201718,830,8302132,Hope Primary School,112566
201718,830,8302138,Cotmanhay Junior School,112569
201718,830,8302141,Granby Junior School,112571
201718,830,8302142,Hallam Fields Junior School,112572
201718,830,8302143,Kensington Junior School,112573
201718,830,8302151,KILLAMARSH INFANT AND NURSERY SCHOOL,112579
201718,830,8302179,New Mills Primary School,112597
201718,830,8302182,Thornsett County Primary School,112600
201718,830,8302196,Anthony Bek Primary School,112610
201718,830,8302202,Ripley Infant School,112612
201718,830,8302211,Scarcliffe Primary School,112615
201718,830,8302212,Langwith Bassett Community Primary School,112616
201718,830,8302239,Staveley Junior School,112627
201718,830,8302242,Speedwell Infant School,112629
201718,830,8302245,Arkwright Primary,112632
201718,830,8302255,Stanton Primary School,112637
201617,830,8302256,Temple Normanton Primary School,112638
200708,830,8302263,Apperknowle Community Primary School,112644
201718,830,8302266,Wessington Primary School,112646
201718,830,8302268,Whaley Bridge Primary School,112647
201718,830,8302285,Spire Infant School,112660
201718,830,8302306,Park Infant and Nursery School,112672
201718,830,8302307,BROCKWELL NURSERY AND INFANT SCHOOL,112673
201718,830,8302314,Mickley Infant School,112676
201718,830,8302328,LADYWOOD PRIMARY SCHOOL,112681
201718,830,8302332,Northfield Junior School,112685
201718,830,8302358,Lenthall Infant and Nursery School,112696
201718,830,8302362,Fairfield Infant and Nursery School,112699
201718,830,8302371,Waingroves Primary School,112704
201718,830,8302623,Ambergate Primary School,112786
201718,830,8303002,St. Oswald's C. E. Primary School,112796
201718,830,8303017,Brailsford CE Primary School,112804
201718,830,8303018,Breadsall C E Primary School,112805
201718,935,9352043,Kessingland CofE Primary Academy,141172
201617,935,9352044,Woodhall C.P. School,124560
201718,935,9352048,Castle Hill Infant School,141372
201718,935,9352067,Bungay Primary School,144443
201718,935,9352068,Carlton Colville Primary,124574
201718,935,9352073,Easton Primary School,141550
201718,935,9352074,Causton Junior School,124580
201718,935,9352080,Edgar Sewter Community Primary School,144444
201718,935,9352090,Martlesham Primary Academy,142018
201718,935,9352099,Tudor Church of England Primary,142026
201718,935,9352101,Otley Primary School,124602
201617,935,9352102,Peasenhall Primary School,124603
201718,935,9352107,Shotley C P School,124606
201718,935,9352114,The Freeman CP School,124612
201718,935,9352120,St Benet's Catholic Primary School,142786
201718,935,9352123,Wickham Market Primary School,141551
201516,935,9352146,The Dell Primary School,124638
201718,935,9352165,Britannia Primary School and Nursery,124653
201718,935,9352171,Springfield Junior School,124657
201718,935,9352172,Springfield Infant School & Nursery,144213
201718,935,9352187,Eyke Church of England Primary School,143549
201718,935,9352188,Murrayfield Primary Academy,143550
201718,935,9352203,Chelmondiston Church of England Primary,144625
201718,935,9352204,Hartest CE Primary,144215
201718,935,9352205,Stoke by Nayland Church of England Primary School,144553
201718,935,9353003,Barnham CEVC Primary School,124688
201718,935,9353004,Barningham CEVCP,124689
201718,935,9353010,Cavendish CEVCP School,124693
201718,935,9353020,Elmsett C of E VCP,124695
201617,935,9353029,Hartest CEVC Primary,124701
201718,935,9353089,Fressingfield Primary,124731
201718,935,9353327,Stonham Aspal Church of England Aided Primary School,124772
201718,935,9353328,St Mary's Church Of England Primary School Woodbridge,142598
201718,935,9353332,Orford CEVAP School,124777
201718,935,9353337,St. John's CEVAP School,124781
201718,935,9353338,St Margaret's CEVAP School,124782
201718,935,9353341,St. Pancras Catholic Primary,124785
201718,935,9353342,St Marks Catholic Primary Schl,124786
201718,935,9354009,IES Breckland,138250
201718,935,9354010,Saxmundham Free School,138273
201011,935,9354012,Clare Middle School,124791
201314,935,9354027,Newmarket College,124804
201011,935,9354037,Deben High School,124811
201011,935,9354038,Orwell High School,124812
201718,935,9354096,Claydon High School,144214
201718,935,9354600,St Benedict's School,124861
201718,935,9354603,St Alban's Catholic High School,137849
201718,936,9362011,Weyfield Primary Academy,139070
201718,936,9362032,St Lawrence Primary School,141347
201718,936,9362050,Hamsey Green Primary School,144230
201718,936,9362133,Stoughton Infant School,124975
201718,936,9362138,Shottermill Infant,124980
201718,936,9362288,Shawley Community Primary,125005
201718,936,9362292,Lorraine School,143989
200708,936,9362293,Barnsbury Junior School,125007
201718,936,9362309,The Raleigh School,137014
201718,936,9362311,Meath Green Junior School,125012
201718,936,9362316,Dovers Green School,125015
201718,936,9362355,Cuddington Croft School,141447
201718,936,9362359,Prior Heath Infant,125028
201718,936,9362376,Mytchett Primary School,142356
201718,936,9362385,Hurst Park Primary,125038
201718,936,9362399,Downs Way School,125043
201718,936,9362436,RAVENSCOTE JUNIOR SCHOOL,141592
201112,936,9362441,The Watchetts  Junior,125063
201718,936,9362467,THORPE LEA PRIMARY,125072
200708,936,9362469,Barnsbury Infant School,125074
201718,936,9362880,Riverbridge Primary School,143371
201718,936,9362921,Englefield Green Infant School,125101
201718,936,9362943,Goldsworth Primary School,137850
201314,936,9362945,Pyrcroft Grange Primary School,125121
201718,936,9362948,Lingfield Primary School,125124
201718,936,9362953,Wray Common Primary School,125129
201718,936,9362955,The Grove Primary School,142380
200910,936,9362958,The Acorns Infant School,125134
201718,936,9362963,Guildford Grove,143373
201718,936,9362964,Southfield Park Primary School,133721
201718,936,9363012,Ottershaw  C of E Junior School,125138
201718,936,9363033,St Paul's C of E Infant School and Children's Centre,125148
201718,936,9363064,ST.JAMES C.E. PRIMARY SCHOOL,125163
201718,936,9363335,St James CofE (Aided) Primary,125176
201718,936,9363341,ST. LAWRENCE C.E. (A) JUNIOR SCHOOL,125179
201718,936,9363346,St. Mary's School Frensham,125183
201718,936,9363350,Busbridge C of E Junior,125186
201718,936,9363369,St Giles C of E (A) Infants,125190
201718,936,9363461,Our Lady of The Rosary School,125215
201718,936,9363581,Laleham C of E Primary School,125229
201718,936,9363587,Waverley Abbey Junior School,143627
201718,886,8863086,West Malling Church Of England Academy Trust,138737
201718,886,8863091,Laddingford Primary School,118637
201718,886,8863110,Milstead and Frinsted C E P,137483
201718,886,8863111,Newington C.E. Primary School,118649
201718,886,8863137,Brookland C.E.P. School,118664
201718,886,8863143,St. Michael's C.E.P. School,143788
201718,886,8863148,"CHRIST CHURCH C.E.P. ACADEMY, FOLKESTONE",139309
201718,886,8863149,St Martin's C E P School,118675
201718,886,8863150,St. Peter's C.E. Primary,118676
201718,886,8863182,Minster C E Primary School,118696
201314,886,8863196,Christ Church C.E. Jun. School,118700
201516,886,8863200,Brenzett District CE Primary,118703
201718,886,8863284,Lady Joanna Thornhill Primary,118706
201718,886,8863307,CHEVENING CEP SCHOOL,118715
201718,886,8863312,HEVER C.E. PRIMARY SCHOOL,118718
201718,886,8863317,Lady Boswell's C E P School,118721
201718,886,8863330,Bredgar C.E.P (Aided) School,144868
201718,886,8863339,Whitstable Endowed School,118737
201718,886,8863343,Charing C of E Primary School,144835
201718,886,8863351,Cartwright & Kelsey  C.E.P.,118745
201415,886,8863355,Charlton CE Primary School,118747
201718,886,8863372,St John's CEP School,137615
201516,886,8863713,St Edwards Catholic Primary School,118757
201718,886,8863728,St Anselm's RCP School,118765
201718,886,8863733,Our Lady's R.C. Primary School,118768
201718,886,8863743,ST. SIMON'S RC PRIMARY SCHOOL,141067
201415,886,8863892,St Mary of Charity CE (VA) Primary,133663
201718,886,8863893,Phoenix CP School,133961
201718,886,8864000,St Augustine Academy,136923
201516,886,8864010,Oasis Academy Hextable,139946
201718,886,8864015,The Lenham School,143954
201617,886,8864207,Goodwin Academy,136300
201718,886,8865202,HOLY TRINITY C of E,118848
201718,886,8865210,St Botolph's C.E. Primary,141579
201718,886,8865215,Horton Kirby C of E Primary,144099
201718,886,8865223,BROOKFIELD JUNIOR SCHOOL,118869
201718,886,8865224,All Souls CEP School,118870
201718,886,8865228,St Georges C of E Primary,142372
201718,886,8865411,Dartford Grammar School for Girls,144100
201718,886,8865421,THE CANTERBURY HIGH SCHOOL,136302
201718,886,8865431,HUGH CHRISTIE,118903
200809,886,8865442,Cheyne Middle School,118914
201718,886,8865455,The Hayesbrook School,136349
201718,886,8866908,The Folkestone Academy,135195
201718,886,8866910,The Leigh Academy,135297
201718,886,8866917,Dover Christ Church Academy,136175
201718,886,8867021,Valence School,119032
201718,886,8867044,Rowhill School,119045
201718,886,8867063,St Nicholas School,119059
201112,887,8872196,Glencoe Junior,118316
201718,887,8872215,Balfour Infant School,118329
201213,887,8872408,SKINNER STREET PRIMARY SCHOOL,118427
201011,887,8872409,Twydall Junior School,118428
201718,887,8872421,High Halstow Primary School,137990
201718,887,8872506,Horsted Junior School,118477
201213,887,8872630,Spinnens Acre C Jr School,118550
201718,887,8873095,St. John's CE Infant School,142157
201718,887,8873195,St Margaret's C of E Junior School,142160
201718,887,8873712,St.Michael's R.C.P. School,118756
201718,887,8873752,St. Augustine of Canterbury CP,118779
201718,887,8874530,SIR JOSEPH WILLIAMSONS MATHEMATICAL SCHOOL,136662
201718,888,8881007,Rosegrove Nursery,119070
201718,888,8881008,Ightenhill Nursery School,119071
200708,888,8881009,Elm Street Nursery,119072
201718,888,8881024,Fairfield Nursery School,119086
201718,888,8881050,Reedley Hallows Nursery,133060
201718,888,8881109,The Larches PRU,119112
201718,888,8881112,Coal Clough Academy,142054
201718,888,8881121,Chadwick Centre,133398
201718,888,8882047,Thornton Primary School,119148
201718,888,8882049,Farington Primary School,119150
201718,888,8882051,Harris Primary School,119152
201718,888,8882052,Kennington Primary School,119153
201718,888,8882071,Padiham Primary School,119164
201718,888,8882092,Walverden Primary School,119178
201718,888,8882111,Northern Primary School,119190
200607,888,8882124,Cloughfold Primary School,119197
201718,888,8882140,Anderton Primary School,119202
201718,888,8882188,Eldon Primary School,119229
201718,888,8882409,Balladen Community Primary,119280
201718,888,8882437,Walton le Dale Primary Sch.,119286
201718,888,8882509,Queen's Drive Primary School,119292
201718,888,8882527,Larkholme Primary School,119299
201718,888,8882622,Carleton Green Community Prim.,119316
201718,888,8882698,Adlington Primary School,119330
201718,888,8882703,Pool House C P School,119332
201718,888,8882704,Fishwick Primary School,119333
201718,888,8882833,LONGSANDS C.P. SCHOOL,130261
201718,888,8882840,Cherry Fold Community Primary School,133622
201718,825,8251106,Buckinghamshire Secondary PRU,110205
201718,825,8252007,Mary Towerton at Studley Green,110208
201718,825,8252010,Chalfont Valley E-Act Primary Academy,138583
201617,825,8252011,PRINCES RISBOROUGH PRIMARY,133513
201718,825,8252013,Denham Green E-ACT Primary Academy,139679
201718,825,8252027,Denham Village Infant School,110219
201718,825,8252055,West Wycombe Combined School,110236
201718,825,8252108,STOKE MANDEVILLE COMB SCHOOL,110249
201718,825,8252132,ASH HILL PRIMARY SCHOOL,110261
201718,825,8252152,BROUGHTON JUNIOR SCHOOL,110270
201718,825,8252168,IVER HEATH JUNIOR SCHOOL,110279
201718,825,8252196,Manor Farm Infant School,110297
201718,825,8252219,Thomas Hickman School,110313
201718,825,8252261,LONG CRENDON SCHOOL,110338
201718,825,8252340,THE BOURTON MEADOW ACADEMY,137939
201718,825,8253028,STONE C E COMBINED SCHOOL,110420
201718,825,8253073,Haddenham St Marys C E School,110446
201718,825,8253101,Winslow C of E Combined School,110449
201718,825,8253320,ST MARY'S C E PRIMARY SCHOOL,110455
201718,825,8254002,Burnham Park E-ACT Academy,137864
201718,825,8254079,CHESHAM GRAMMAR SCHOOL,137091
201718,825,8254095,AMERSHAM SCHOOL,137343
201718,825,8255402,Beaconsfield High School,140893
201718,825,8255403,CHALFONTS COMMUNITY COLLEGE,137215
201718,825,8257013,Chiltern Wood,110578
201718,825,8257028,Booker Park School,110588
201718,826,8261090,Moorlands Nursery,126565
201718,826,8262001,Merebrook Infant School,131670
201718,826,8262005,Brooksward School,132210
201718,826,8262035,Emberton School,110226
201718,826,8262042,Hanslope Primary School,110230
201718,826,8262082,OLNEY INFANT ACADEMY,136792
201718,826,8262121,Bushfield School,110256
201718,826,8262122,WYVERN SCHOOL,110257
201112,826,8262277,Simpson School,110348
201718,826,8262316,GERMANDER PARK SCHOOL,110375
201718,826,8262319,Shepherdswell,138715
201718,826,8262327,Summerfield School,110385
201718,826,8262346,Cedars Primary School,110399
201718,826,8262349,Heronshaw School,130953
201718,826,8263376,Giles Brook Primary School,134073
201718,826,8263379,St. Mary Magdalene School,110483
201718,826,8263388,Oxley Park Academy,136853
201718,826,8263391,Brooklands Farm Primary School,135271
201718,830,8301016,Flagg Nursery School,112481
201718,830,8301102,Amber Valley and Erewash Support Centre,131632
201718,830,8301111,North East Derbyshire Support Centre,133947
201718,830,8302001,Newbold CofE Primary School,140843
201718,830,8302010,Swanwick Primary School,112500
201718,830,8302052,Brassington Primary School,112515
200708,830,8302063,Castle Gresley Infant School,112524
201718,830,8302068,Combs Infant School,112525
200809,830,8302074,Clay Cross Infant and Nursery School,112528
200809,830,8302075,Clay Cross Junior School,112529
201718,830,8302084,Lea Primary School,112536
201718,830,8302086,Draycott Community Primary School,112538
201718,830,8302091,Dronfield Infant School,112540
201718,830,8302109,Padfield Community Primary School,112552
201718,830,8302116,Aldercar Infant School,112555
200607,830,8302121,William Howitt Junior Community School,112559
201718,830,8302127,Heath Primary School,112564
201718,830,8302131,Penny Acres Primary School,112565
201718,830,8302135,Chaucer Infant and Nursery School,112568
201718,830,8302148,Kilburn Junior School,112576
201718,830,8302157,Harrington  Junior School,112582
200607,830,8302162,Lakeside Infant School,112586
201718,830,8302181,Newtown Primary School,112599
201718,830,8302185,Ashbrook Junior School,112602
201718,830,8302187,Parwich Primary School,112604
201718,830,8302194,Longwood Community Infant School,112609
201718,830,8302205,Street Lane Primary,112613
201718,830,8302227,THE BRIGG INFANT SCHOOL,112623
201718,830,8302244,Sudbury Primary School,112631
201718,830,8302254,Newhall Infant and Nursery School,112636
201718,830,8302265,WALTON HOLYMOORSIDE PRIMARY & NURSERY,112645
201718,830,8302279,Peak Dale Primary School,112656
201718,830,8302286,Spire Junior School,112661
201718,830,8302290,Hady Primary School,112665
201718,830,8302310,Dallimore Primary and Nursery School,112675
201718,830,8302321,Heath Fields Primary School,112679
201718,830,8302351,Hadfield Infant School,112692
201718,830,8302373,Simmondley Primary School,112706
201718,830,8302377,Lons Infant School,112710
201718,830,8302517,Dunston Primary & Nursery School,112777
201718,830,8303006,Bakewell C of E Infant School,112797
201718,830,8303015,Bradley CofE Primary School,112802
201718,830,8303027,Coton-in-the-Elms CE Primary School,112812
201718,830,8303046,Corfield Church of England Infant School,112826
201718,830,8303067,All Saints' C of E Infant School,144068
201718,937,9372325,Newburgh Primary School,125561
201718,937,9372327,BRIAR HILL INFANT,125563
201718,937,9372415,Eastlands Primary School,125575
200607,937,9372418,Rokeby Infant School,125577
201718,937,9372601,Croft Junior School,125605
201718,937,9372614,Race Leys Infant School,125616
201718,937,9372620,St. John's Primary School and Nursery,130870
201718,937,9372621,Lillington Nursery and Primary School,130869
201718,937,9372622,Sydenham Primary School,130868
201314,937,9372636,Park Lane Primary School,130871
201718,937,9373014,Brailes C.E. Primary School,125626
201718,937,9373040,Loxley C.E.Community Primary,125639
201718,937,9373066,TEMPLE GRAFTON C.E. PRIMARY,125647
201718,937,9373068,Tysoe C.E. Primary School,125649
201718,937,9373213,St Matthews Bloxam C of E,130883
201718,937,9373301,All Saints Bedworth C.E. Primary School and Nursery,125688
201718,937,9373371,St. Pauls C E Primary School,125701
201718,937,9373541,St Augustine's Catholic Primary School,125713
201718,937,9373546,Our Lady and St Teresa's Sch,125718
201718,937,9373589,St Lawrence C of E Primary,130884
201718,937,9374003,Nicholas Chamberlaine School,139936
201718,937,9374108,Henley in Arden School,136991
201718,937,9374730,ST BENEDICT'S CATHOLIC HIGH SCHOOL,143634
201718,937,9377002,Oak Wood Primary School,139468
201718,937,9377044,The Welcombe Hills School,132202
201718,938,9382007,Edward Bryant Primary School,137980
201718,938,9382025,East Wittering Community,125829
201718,938,9382042,NORTH LANCING SCHOOL,125841
201011,938,9382044,ELM GROVE INFANTS,125843
201718,938,9382058,Sidlesham Primary School,125853
201718,938,9382077,"ELM GROVE PRIMARY SCHOOL, WORTHING",125863
200910,938,9382111,The Glade Infants School,125879
201718,938,9382112,Jessie Younghusband School,125880
200708,938,9382132,TEMPLARS FIRST SCHOOL,125886
201718,938,9382161,POUND HILL JUNIOR SCHOOL,125905
201718,938,9382172,Glebe Primary School,125913
201718,938,9382198,LYMINSTER PRIMARY SCHOOL,125927
201718,938,9382205,HANDCROSS PRIMARY SCHOOL,125932
201718,938,9382235,SHEDDINGDEAN PRIMARY SCHOOL,125958
201718,938,9383005,Rumboldswhyke C.E. Infants' School,125975
201718,938,9383017,Fishbourne C. E. School,125983
201718,938,9383020,Jolesfield C.E. Primary School,125985
201718,938,9383023,MIDHURST C. E. PRIMARY,125988
201718,938,9383026,Petworth C of E Primary School,125990
201718,938,9383029,Singleton C.E. Primary School,125993
201718,938,9383050,St Peters C.E.P School.,126005
201718,938,9383056,Turners Hill C.of E. School,126010
201718,938,9383309,"St. Peter's C of E Primary, Cowfold",126025
201718,938,9383324,BROADWATER CE PRIMARY,126033
201718,938,9383333,ST.PETER'S R.C.PRIMARY SCHOOL,126041
201718,938,9383335,ST. MARGARET'S C.E. PRIMARY,126043
201718,938,9383343,ST. NICOLAS AND MARY C.E.,126049
201718,938,9383355,ST JOSEPHS CATHOLIC SCHOOL,126059
201112,938,9383360,Bewbush Primary School,133969
201718,938,9383361,Gossops Green Primary School,143635
201718,938,9383367,Seaside Primary,143387
201718,938,9383372,Bolnore Village Primary School,135607
201718,938,9384012,THE BURGESS HILL ACADEMY,142089
201718,938,9384065,Durrington High School,140713
201718,938,9384105,Downlands Community School,126087
200809,938,9384500,Midhurst Grammar School,126091
200910,933,9334359,Ladymead Community School,123887
201718,933,9334584,Hugh Sexey Middle School,143329
201718,933,9335400,Sexey's School,137313
201718,933,9337013,Penrose Special School,123942
201718,935,9351102,Westbridge School,142808
201718,935,9351103,The Albany Centre,124529
201718,935,9351105,First Base,131822
201617,935,9351106,The Kingsfield Centre Pupil Referral Unit,133356
201617,935,9351112,Mill Meadow PRU,130880
201718,935,9351113,The Attic,140121
201718,935,9352010,Westfield Academy,140044
201718,935,9352011,New Cangle Community Primary School,124537
201718,935,9352012,Hundon County Primary School,124538
201718,935,9352013,Lakenheath Community Primary,124539
201617,935,9352018,Beck Row Primary,124541
201718,935,9352036,Place Farm Primary Academy,138161
201617,935,9352039,Clements Community Primary School,124556
201718,933,9335201,St Johns C of E Primary School,123900
201718,933,9336905,The Taunton Academy,136193
201718,933,9337003,Elmwood School,123938
201718,935,9352029,Tollgate Primary School,140998
201718,935,9352045,Hardwick Primary School,124561
201718,935,9352051,Glemsford Primary Academy,141406
201718,935,9352060,Bacton Community Primary School,143359
201718,935,9352063,The Albert Pye CP School,143492
201718,935,9352064,Ravensmere Infants School,143491
201718,935,9352075,Maidstone Infants School,124581
201718,935,9352086,Holton St Peter Community Primary School,144442
201718,935,9352089,Heath Primary School,124593
201718,935,9352092,Bealings School,124595
201718,935,9352097,Mendlesham CP,143361
201718,935,9352098,Middleton Primary,143806
201718,935,9352108,Snape Community Primary,124607
201718,935,9352109,Somerleyton Primary School,124608
201314,935,9352112,Stoke Ash Community Primary Sc,124611
201718,935,9352113,Elm Tree Primary School (Academy),142580
201415,935,9352130,Reydon Primary School,124623
201718,935,9352157,Ranelagh Primary School,124645
201415,935,9352177,Castle Hill Junior School,124661
201718,935,9352184,Dale Hall Community Primary,124668
201718,935,9352185,The Willows Primary School,144216
201718,935,9352918,Stratford St. Mary Primary,124675
201718,935,9352919,Oulton Broad Primary School,124676
201718,935,9352923,Wood Ley CP School,124680
201718,935,9352924,Birchwood Primary School,124681
201718,935,9352925,Sebert Wood Comm.Primary Schoo,124682
201718,935,9353005,Barrow Primary School,124690
201718,935,9353026,Thurlow CEVCP School,124698
201718,935,9353027,Gt. Waldingfield CEVCP,124699
201718,935,9353028,Great Whelnetham Primary School,124700
201718,935,9353036,Honington CEVCP,124702
201718,935,9353037,Hopton CEVC Primary School,124703
200708,935,9353082,Cookley and Walpole Primary,124726
201617,935,9353086,Eyke Church of England Voluntary Controlled Primary School,124730
201314,935,9353300,Badwell Ash V.A. Primary,124759
201718,935,9353322,Creeting St Mary CEVAP,124770
201718,935,9353329,Sir Robert Hitcham CEVAP,124774
201718,935,9353331,All Saints CEVAP. Laxfield,124776
201718,935,9353339,Saint Matthew's CEVAP School,124783
201718,935,9354000,County Upper School,136990
201718,935,9354002,East Point Academy,137134
201718,935,9354007,Chantry Academy,138373
201718,935,9354008,Ormiston Sudbury Academy,138506
201718,935,9354016,Beccles Free School,138274
201718,935,9354019,Thomas Gainsborough School,141639
201213,935,9354020,Uplands Community Middle,124798
201011,935,9354022,Parkway Middle School,124800
201516,935,9354023,Howard Middle School,124801
201718,935,9354024,THURSTON COMMUNITY COLLEGE,124802
201213,935,9354028,Great Cornard Middle School,124805
201718,935,9354030,Westley Middle School,137180
201718,935,9354033,Mildenhall College Academy,139867
201718,935,9354034,Stoke High School - Ormiston Academy,140032
201718,935,9354035,Ixworth Free School,140047
201718,935,9354051,Stradbroke High School,137901
201516,935,9354089,Hardwick Middle School,124839
201718,935,9354604,SuffolkOne,142283
